timestamp,count,id,dlc,Viscosity (cp),Density (gm/cc),Dielectric constant (-),Temperature (C), Status
1592328382.826396,0,1cfd083f,8,  29.234649,0.87691325,2.72854383,   0.00000,0
1592328382.826861,1,18feee3f,8,   0.000000,0.00000000,0.00000000,  77.34375,0
1592328414.287282,4,1cfd083f,8,  29.234649,0.87691325,2.72854383,   0.00000,0
1592328414.287865,5,18feee3f,8,   0.000000,0.00000000,0.00000000,  77.34375,0
1592328445.748723,8,1cfd083f,8,  18.765801,0.86165197,2.68313320,   0.00000,0
1592328445.749253,9,18feee3f,8,   0.000000,0.00000000,0.00000000,  88.34375,0
1592328477.209463,12,1cfd083f,8,  18.765801,0.86165197,2.68313320,   0.00000,0
1592328477.210031,13,18feee3f,8,   0.000000,0.00000000,0.00000000,  88.34375,0
1592328508.670633,16,1cfd083f,8,  18.765801,0.86165197,2.68313320,   0.00000,0
1592328508.671199,17,18feee3f,8,   0.000000,0.00000000,0.00000000,  88.34375,0
1592328540.131829,20,1cfd083f,8,  10.937603,0.84458985,2.62319606,   0.00000,0
1592328540.132394,21,18feee3f,8,   0.000000,0.00000000,0.00000000,  88.34375,0
1592328571.593058,24,1cfd083f,8,  10.937603,0.84458985,2.62319606,   0.00000,0
1592328571.593639,25,18feee3f,8,   0.000000,0.00000000,0.00000000,  91.78125,0
1592328603.054298,28,1cfd083f,8,  10.937603,0.84458985,2.62319606,   0.00000,0
1592328603.054851,29,18feee3f,8,   0.000000,0.00000000,0.00000000,  91.78125,0
1592328634.515546,32,1cfd083f,8,  10.937603,0.84458985,2.62319606,   0.00000,0
1592328634.516118,33,18feee3f,8,   0.000000,0.00000000,0.00000000,  91.78125,0
1592328665.976817,36,1cfd083f,8,   8.500080,0.83433427,2.58376694,   0.00000,0
1592328665.977388,37,18feee3f,8,   0.000000,0.00000000,0.00000000,  92.03125,0
1592328697.438100,40,1cfd083f,8,   8.500080,0.83433427,2.58376694,   0.00000,0
1592328697.438673,41,18feee3f,8,   0.000000,0.00000000,0.00000000,  92.00000,0
1592328728.899393,44,1cfd083f,8,   8.500080,0.83433427,2.58376694,   0.00000,0
1592328728.899950,45,18feee3f,8,   0.000000,0.00000000,0.00000000,  92.00000,0
1592328760.360653,48,1cfd083f,8,   8.500080,0.83433427,2.58376694,   0.00000,0
1592328760.361224,49,18feee3f,8,   0.000000,0.00000000,0.00000000,  92.00000,0
1592328791.821956,52,1cfd083f,8,   7.906324,0.83155672,0.16101241,   0.00000,0
1592328791.822531,53,18feee3f,8,   0.000000,0.00000000,0.00000000,  90.59375,0
1592328823.283232,56,1cfd083f,8,   7.906324,0.83155672,0.16101241,   0.00000,0
1592328823.283810,57,18feee3f,8,   0.000000,0.00000000,0.00000000,  90.53125,0
1592328854.746491,60,1cfd083f,8,   7.906324,0.83155672,0.16101241,   0.00000,0
1592328854.747071,61,18feee3f,8,   0.000000,0.00000000,0.00000000,  90.53125,0
1592328886.205816,64,1cfd083f,8,   7.906324,0.83155672,0.16101241,   0.00000,0
