timestamp,count,id,Viscosity (cp),Density (gm/cc),Dielectric constant (-),Temperature (C), Status
1590714547.974674,1784,1cfd083f,8,   7.937574,0.83115993,2.22426615,   0.00000,0
1590714547.975237,1785,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590714579.436732,1788,1cfd083f,8,   7.937574,0.83115993,2.22426615,   0.00000,0
1590714579.437296,1789,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714610.896450,1792,1cfd083f,8,   7.937574,0.83115993,2.22426615,   0.00000,0
1590714610.896991,1793,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714642.357637,1796,1cfd083f,8,   7.937574,0.83115993,2.22426615,   0.00000,0
1590714642.358215,1797,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714673.820043,1800,1cfd083f,8,   0.515630,0.83042738,2.22426615,   0.00000,0
1590714673.820615,1801,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714705.280108,1804,1cfd083f,8,   0.515630,0.83042738,2.22426615,   0.00000,0
1590714705.280678,1805,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714736.741345,1808,1cfd083f,8,   0.515630,0.83042738,2.22426615,   0.00000,0
1590714736.741916,1809,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590714768.203367,1812,1cfd083f,8,   0.515630,0.83042738,2.22499858,   0.00000,0
1590714768.203939,1813,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590714799.663821,1816,1cfd083f,8,   0.515630,0.83042738,2.22499858,   0.00000,0
1590714799.664429,1817,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590714831.125068,1820,1cfd083f,8,   0.515630,0.83042738,2.22499858,   0.00000,0
1590714831.125642,1821,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590714862.586336,1824,1cfd083f,8,   0.500005,0.83042738,2.22536480,   0.00000,0
1590714862.586870,1825,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590714894.047557,1828,1cfd083f,8,   0.500005,0.83042738,2.22536480,   0.00000,0
1590714894.048132,1829,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
