timestamp,count,id,Viscosity (cp),Density (gm/cc),Dielectric constant (-),Temperature (C), Status
1590700516.285871,0,1cfd083f,8,   7.968825,0.83125149,2.22744001,   0.00000,0
1590700516.286362,1,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.03125,0
1590700547.745959,4,1cfd083f,8,   7.921949,0.83094627,2.22695173,   0.00000,0
1590700547.746527,5,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590700579.207345,8,1cfd083f,8,   7.921949,0.83094627,2.22695173,   0.00000,0
1590700579.207905,9,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590700610.669481,12,1cfd083f,8,   7.921949,0.83094627,2.22695173,   0.00000,0
1590700610.670060,13,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590700642.130092,16,1cfd083f,8,   7.937574,0.83021373,2.22670759,   0.00000,0
1590700642.130659,17,18feee3f,8,   0.000000,0.00000000,0.00000000,-250.75000,0
1590700673.591482,20,1cfd083f,8,   7.937574,0.83021373,2.22670759,   0.00000,0
1590700673.592033,21,18feee3f,8,   0.000000,0.00000000,0.00000000,-250.78125,0
1590700705.053213,24,1cfd083f,8,   7.937574,0.83021373,2.22670759,   0.00000,0
1590700705.053801,25,18feee3f,8,   0.000000,0.00000000,0.00000000,-250.78125,0
1590700736.514208,28,1cfd083f,8,   7.937574,0.83021373,2.22670759,   0.00000,0
1590700736.514789,29,18feee3f,8,   0.000000,0.00000000,0.00000000,-250.78125,0
1590700767.975586,32,1cfd083f,8,   0.515630,0.83119045,2.22756209,   0.00000,0
1590700767.976164,33,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.43750,0
1590700799.436966,36,1cfd083f,8,   0.515630,0.83119045,2.22756209,   0.00000,0
1590700799.437536,37,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.43750,0
1590700830.898333,40,1cfd083f,8,   0.515630,0.83119045,2.22756209,   0.00000,0
1590700830.898904,41,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.43750,0
1590700862.359735,44,1cfd083f,8,   0.687506,0.83216717,2.22695173,   0.00000,0
1590700862.360266,45,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.18750,0
1590700893.821080,48,1cfd083f,8,   0.687506,0.83216717,2.22695173,   0.00000,0
1590700893.821658,49,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.18750,0
1590700925.282442,52,1cfd083f,8,   0.687506,0.83216717,2.22695173,   0.00000,0
1590700925.283014,53,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.18750,0
1590700956.743803,56,1cfd083f,8,   8.296953,0.83289971,2.23012559,   0.00000,0
1590700956.744378,57,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.62500,0
1590700988.205170,60,1cfd083f,8,   8.296953,0.83289971,2.23012559,   0.00000,0
1590700988.205752,61,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.68750,0
1590701019.666587,64,1cfd083f,8,   8.296953,0.83289971,2.23012559,   0.00000,0
1590701019.667133,65,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.68750,0
1590701051.127907,68,1cfd083f,8,   8.296953,0.83289971,2.23012559,   0.00000,0
1590701051.128487,69,18feee3f,8,   0.000000,0.00000000,0.00000000,  78.68750,0
1590701082.589283,72,1cfd083f,8,   8.390704,0.83286919,2.23049180,   0.00000,0
1590701082.589870,73,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.50000,0
1590701114.052627,76,1cfd083f,8,   8.390704,0.83286919,2.23049180,   0.00000,0
1590701114.053207,77,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.50000,0
1590701145.512035,80,1cfd083f,8,   8.390704,0.83286919,2.23049180,   0.00000,0
1590701145.512656,81,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.50000,0
1590701176.973396,84,1cfd083f,8,   8.390704,0.83286919,2.23049180,   0.00000,0
1590701176.973966,85,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.50000,0
1590701208.434783,88,1cfd083f,8,   8.265702,0.83277762,2.22963730,   0.00000,0
1590701208.435347,89,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.40625,0
1590701239.896131,92,1cfd083f,8,   8.265702,0.83277762,2.22963730,   0.00000,0
1590701239.896697,93,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.43750,0
1590701271.357533,96,1cfd083f,8,   8.265702,0.83277762,2.22963730,   0.00000,0
1590701271.358079,97,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.43750,0
1590701302.820075,100,1cfd083f,8,   8.265702,0.83277762,2.22963730,   0.00000,0
1590701302.820649,101,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.43750,0
1590701334.280268,104,1cfd083f,8,   0.640631,0.83058000,2.23683953,   0.00000,0
1590701334.280835,105,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590701365.741640,108,1cfd083f,8,   0.640631,0.83058000,2.23683953,   0.00000,0
1590701365.742243,109,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590701397.203790,112,1cfd083f,8,   0.640631,0.83058000,2.23683953,   0.00000,0
1590701397.204358,113,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590701428.664410,116,1cfd083f,8,   7.921949,0.83094627,2.22670759,   0.00000,0
1590701428.664980,117,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590701460.125804,120,1cfd083f,8,   7.921949,0.83094627,2.22670759,   0.00000,0
1590701460.126348,121,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.31250,0
1590701491.587536,124,1cfd083f,8,   7.921949,0.83094627,2.22670759,   0.00000,0
1590701491.588102,125,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.31250,0
1590701523.048564,128,1cfd083f,8,   7.921949,0.83094627,2.22670759,   0.00000,0
1590701523.049135,129,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.31250,0
1590701554.509928,132,1cfd083f,8,   7.906324,0.83021373,2.22646344,   0.00000,0
1590701554.510548,133,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590701585.971331,136,1cfd083f,8,   7.906324,0.83021373,2.22646344,   0.00000,0
1590701585.971898,137,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590701617.432705,140,1cfd083f,8,   7.906324,0.83021373,2.22646344,   0.00000,0
1590701617.433272,141,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.00000,0
1590701648.894089,144,1cfd083f,8,   0.515630,0.83061052,2.22475444,   0.00000,0
1590701648.894655,145,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.81250,0
1590701680.355468,148,1cfd083f,8,   0.515630,0.83061052,2.22475444,   0.00000,0
1590701680.355998,149,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.81250,0
1590701711.816844,152,1cfd083f,8,   0.515630,0.83061052,2.22475444,   0.00000,0
1590701711.817381,153,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.81250,0
1590701743.279438,156,1cfd083f,8,   0.546880,0.83058000,2.22646344,   0.00000,0
1590701743.279999,157,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.81250,0
1590701774.739588,160,1cfd083f,8,   0.546880,0.83058000,2.22646344,   0.00000,0
1590701774.740138,161,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.84375,0
1590701806.200968,164,1cfd083f,8,   0.546880,0.83058000,2.22646344,   0.00000,0
1590701806.201531,165,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.84375,0
1590701837.662318,168,1cfd083f,8,   0.546880,0.83058000,2.22646344,   0.00000,0
1590701837.662887,169,18feee3f,8,   0.000000,0.00000000,0.00000000,  79.84375,0
1590701869.123718,172,1cfd083f,8,   0.593756,0.83079366,2.22756209,   0.00000,0
1590701869.124286,173,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.09375,0
1590701900.586294,176,1cfd083f,8,   0.593756,0.83079366,2.22756209,   0.00000,0
1590701900.586867,177,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.09375,0
1590701932.044053,180,1cfd083f,8,   0.593756,0.83079366,2.22756209,   0.00000,0
1590701932.044592,181,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.09375,0
1590701963.504584,184,1cfd083f,8,   0.593756,0.83021373,2.22695173,   0.00000,0
1590701963.505156,185,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.34375,0
1590701994.965275,188,1cfd083f,8,   0.593756,0.83021373,2.22695173,   0.00000,0
1590701994.965849,189,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.34375,0
1590702026.423639,192,1cfd083f,8,   0.593756,0.83021373,2.22695173,   0.00000,0
1590702026.424251,193,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.34375,0
1590702057.884012,196,1cfd083f,8,   7.968825,0.83161776,2.22634137,   0.00000,0
1590702057.884580,197,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702089.344915,200,1cfd083f,8,   7.968825,0.83161776,2.22634137,   0.00000,0
1590702089.345492,201,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702120.803914,204,1cfd083f,8,   7.968825,0.83161776,2.22634137,   0.00000,0
1590702120.804447,205,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702152.264104,208,1cfd083f,8,   7.968825,0.83161776,2.22634137,   0.00000,0
1590702152.264675,209,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702183.724354,212,1cfd083f,8,   7.953200,0.83073261,2.22512066,   0.00000,0
1590702183.724935,213,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590702215.184695,216,1cfd083f,8,   7.953200,0.83073261,2.22512066,   0.00000,0
1590702215.185232,217,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590702246.645049,220,1cfd083f,8,   7.953200,0.83073261,2.22512066,   0.00000,0
1590702246.645616,221,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590702278.105822,224,1cfd083f,8,   7.953200,0.83073261,2.22512066,   0.00000,0
1590702278.106395,225,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590702309.565899,228,1cfd083f,8,   7.968825,0.82996955,2.22634137,   0.00000,0
1590702309.566465,229,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702341.026434,232,1cfd083f,8,   7.968825,0.82996955,2.22634137,   0.00000,0
1590702341.026977,233,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702372.487001,236,1cfd083f,8,   7.968825,0.82996955,2.22634137,   0.00000,0
1590702372.487526,237,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702403.947522,240,1cfd083f,8,   7.937574,0.83076313,2.22548687,   0.00000,0
1590702403.948089,241,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702435.408140,244,1cfd083f,8,   7.937574,0.83076313,2.22548687,   0.00000,0
1590702435.408712,245,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702466.868772,248,1cfd083f,8,   7.937574,0.83076313,2.22548687,   0.00000,0
1590702466.869345,249,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702498.329446,252,1cfd083f,8,   7.937574,0.83076313,2.22548687,   0.00000,0
1590702498.330018,253,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.37500,0
1590702529.790138,256,1cfd083f,8,   7.953200,0.83140411,2.22560894,   0.00000,0
1590702529.790706,257,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702561.250873,260,1cfd083f,8,   7.953200,0.83140411,2.22560894,   0.00000,0
1590702561.251438,261,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702592.711636,264,1cfd083f,8,   7.953200,0.83140411,2.22560894,   0.00000,0
1590702592.712199,265,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590702624.172393,268,1cfd083f,8,   7.968825,0.83125149,2.22512066,   0.00000,0
1590702624.172962,269,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702655.633190,272,1cfd083f,8,   7.968825,0.83125149,2.22512066,   0.00000,0
1590702655.633762,273,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702687.095981,276,1cfd083f,8,   7.968825,0.83125149,2.22512066,   0.00000,0
1590702687.096546,277,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702718.554831,280,1cfd083f,8,   7.968825,0.83085470,2.22597516,   0.00000,0
1590702718.555401,281,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702750.015683,284,1cfd083f,8,   7.968825,0.83085470,2.22597516,   0.00000,0
1590702750.016256,285,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702781.478118,288,1cfd083f,8,   7.968825,0.83085470,2.22597516,   0.00000,0
1590702781.478685,289,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702812.937471,292,1cfd083f,8,   7.968825,0.83085470,2.22597516,   0.00000,0
1590702812.938008,293,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590702844.398372,296,1cfd083f,8,   7.968825,0.82996955,2.22512066,   0.00000,0
1590702844.398917,297,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.09375,0
1590702875.860442,300,1cfd083f,8,   7.968825,0.82996955,2.22512066,   0.00000,0
1590702875.861010,301,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.09375,0
1590702907.320212,304,1cfd083f,8,   7.968825,0.82996955,2.22512066,   0.00000,0
1590702907.320801,305,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.09375,0
1590702938.781167,308,1cfd083f,8,   7.890699,0.83079366,2.22402201,   0.00000,0
1590702938.781744,309,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.18750,0
1590702970.242909,312,1cfd083f,8,   7.890699,0.83079366,2.22402201,   0.00000,0
1590702970.243464,313,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.18750,0
1590703001.703087,316,1cfd083f,8,   7.890699,0.83079366,2.22402201,   0.00000,0
1590703001.703664,317,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.18750,0
1590703033.164094,320,1cfd083f,8,   7.828198,0.83018320,2.22438823,   0.00000,0
1590703033.164630,321,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703064.625418,324,1cfd083f,8,   7.828198,0.83018320,2.22438823,   0.00000,0
1590703064.625985,325,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703096.086062,328,1cfd083f,8,   7.828198,0.83018320,2.22438823,   0.00000,0
1590703096.086628,329,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703127.547066,332,1cfd083f,8,   7.828198,0.83018320,2.22438823,   0.00000,0
1590703127.547632,333,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703159.008086,336,1cfd083f,8,   7.828198,0.83045791,2.22475444,   0.00000,0
1590703159.008650,337,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703190.469148,340,1cfd083f,8,   7.828198,0.83045791,2.22475444,   0.00000,0
1590703190.469685,341,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703221.930156,344,1cfd083f,8,   7.828198,0.83045791,2.22475444,   0.00000,0
1590703221.930731,345,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703253.391249,348,1cfd083f,8,   7.828198,0.83045791,2.22475444,   0.00000,0
1590703253.391771,349,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.21875,0
1590703284.852261,352,1cfd083f,8,   7.812573,0.83036634,2.22292337,   0.00000,0
1590703284.852798,353,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.12500,0
1590703316.313311,356,1cfd083f,8,   7.812573,0.83036634,2.22292337,   0.00000,0
1590703316.313887,357,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.12500,0
1590703347.774375,360,1cfd083f,8,   7.812573,0.83036634,2.22292337,   0.00000,0
1590703347.774939,361,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.12500,0
1590703379.235443,364,1cfd083f,8,   7.843824,0.82975589,2.22316751,   0.00000,0
1590703379.236010,365,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.00000,0
1590703410.696516,368,1cfd083f,8,   7.843824,0.82975589,2.22316751,   0.00000,0
1590703410.697090,369,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.00000,0
1590703442.157565,372,1cfd083f,8,   7.843824,0.82975589,2.22316751,   0.00000,0
1590703442.158134,373,18feee3f,8,   0.000000,0.00000000,0.00000000,  81.00000,0
1590703473.620624,376,1cfd083f,8,   7.843824,0.83000007,2.22402201,   0.00000,0
1590703473.621191,377,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.84375,0
1590703505.079742,380,1cfd083f,8,   7.843824,0.83000007,2.22402201,   0.00000,0
1590703505.080272,381,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.84375,0
1590703536.540827,384,1cfd083f,8,   7.843824,0.83000007,2.22402201,   0.00000,0
1590703536.541366,385,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.84375,0
1590703568.001898,388,1cfd083f,8,   7.859449,0.83045791,2.22438823,   0.00000,0
1590703568.002477,389,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590703599.462976,392,1cfd083f,8,   7.859449,0.83045791,2.22438823,   0.00000,0
1590703599.463557,393,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590703630.924096,396,1cfd083f,8,   7.859449,0.83045791,2.22438823,   0.00000,0
1590703630.924638,397,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590703662.386355,400,1cfd083f,8,   7.859449,0.83045791,2.22438823,   0.00000,0
1590703662.386918,401,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.71875,0
1590703693.846290,404,1cfd083f,8,   7.968825,0.82951171,2.22402201,   0.00000,0
1590703693.846854,405,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590703725.307378,408,1cfd083f,8,   7.968825,0.82951171,2.22402201,   0.00000,0
1590703725.307944,409,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590703756.769248,412,1cfd083f,8,   7.968825,0.82951171,2.22402201,   0.00000,0
1590703756.769836,413,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590703788.229615,416,1cfd083f,8,   7.906324,0.83064104,2.22463237,   0.00000,0
1590703788.230250,417,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703819.690731,420,1cfd083f,8,   7.906324,0.83064104,2.22463237,   0.00000,0
1590703819.691297,421,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703851.152204,424,1cfd083f,8,   7.906324,0.83064104,2.22463237,   0.00000,0
1590703851.152837,425,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703882.612957,428,1cfd083f,8,   7.875074,0.83149567,2.22585308,   0.00000,0
1590703882.613495,429,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703914.074047,432,1cfd083f,8,   7.875074,0.83149567,2.22585308,   0.00000,0
1590703914.074613,433,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703945.535279,436,1cfd083f,8,   7.875074,0.83149567,2.22585308,   0.00000,0
1590703945.535859,437,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590703976.996711,440,1cfd083f,8,   7.921949,0.83058000,2.22487651,   0.00000,0
1590703976.997281,441,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704008.458117,444,1cfd083f,8,   7.921949,0.83058000,2.22487651,   0.00000,0
1590704008.458685,445,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704039.919500,448,1cfd083f,8,   7.921949,0.83058000,2.22487651,   0.00000,0
1590704039.920083,449,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704071.380925,452,1cfd083f,8,   7.906324,0.83115993,2.22548687,   0.00000,0
1590704071.381468,453,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704102.842265,456,1cfd083f,8,   7.906324,0.83115993,2.22548687,   0.00000,0
1590704102.842842,457,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704134.303689,460,1cfd083f,8,   7.906324,0.83115993,2.22548687,   0.00000,0
1590704134.304195,461,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704165.764976,464,1cfd083f,8,   7.906324,0.83115993,2.22548687,   0.00000,0
1590704165.765576,465,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704197.226313,468,1cfd083f,8,   7.953200,0.83058000,2.22597516,   0.00000,0
1590704197.226967,469,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704228.687695,472,1cfd083f,8,   7.953200,0.83058000,2.22597516,   0.00000,0
1590704228.688219,473,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704260.150958,476,1cfd083f,8,   7.953200,0.83058000,2.22597516,   0.00000,0
1590704260.151523,477,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704291.610320,480,1cfd083f,8,   7.921949,0.83082418,2.22487651,   0.00000,0
1590704291.610883,481,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704323.071629,484,1cfd083f,8,   7.921949,0.83082418,2.22487651,   0.00000,0
1590704323.072167,485,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704354.534461,488,1cfd083f,8,   7.921949,0.83082418,2.22487651,   0.00000,0
1590704354.535031,489,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704385.994192,492,1cfd083f,8,   7.921949,0.83082418,2.22487651,   0.00000,0
1590704385.994763,493,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704417.455491,496,1cfd083f,8,   0.500005,0.82975589,2.22524273,   0.00000,0
1590704417.456067,497,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704448.917953,500,1cfd083f,8,   0.500005,0.82975589,2.22524273,   0.00000,0
1590704448.918551,501,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704480.378035,504,1cfd083f,8,   0.500005,0.82975589,2.22524273,   0.00000,0
1590704480.378609,505,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704511.839340,508,1cfd083f,8,   7.937574,0.83131254,2.22499858,   0.00000,0
1590704511.839897,509,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590704543.301344,512,1cfd083f,8,   7.937574,0.83131254,2.22499858,   0.00000,0
1590704543.301900,513,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590704574.761844,516,1cfd083f,8,   7.937574,0.83131254,2.22499858,   0.00000,0
1590704574.762420,517,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590704606.223117,520,1cfd083f,8,   7.937574,0.83131254,2.22499858,   0.00000,0
1590704606.223668,521,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590704637.684724,524,1cfd083f,8,   7.937574,0.83073261,2.22585308,   0.00000,0
1590704637.685300,525,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704669.145597,528,1cfd083f,8,   7.937574,0.83073261,2.22585308,   0.00000,0
1590704669.146206,529,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704700.606861,532,1cfd083f,8,   7.937574,0.83073261,2.22585308,   0.00000,0
1590704700.607424,533,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.62500,0
1590704732.068100,536,1cfd083f,8,   7.906324,0.83119045,2.22389994,   0.00000,0
1590704732.068676,537,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590704763.529323,540,1cfd083f,8,   7.906324,0.83119045,2.22389994,   0.00000,0
1590704763.529904,541,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590704794.990560,544,1cfd083f,8,   7.906324,0.83119045,2.22389994,   0.00000,0
1590704794.991138,545,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590704826.451788,548,1cfd083f,8,   7.906324,0.83119045,2.22389994,   0.00000,0
1590704826.452374,549,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.59375,0
1590704857.913026,552,1cfd083f,8,   7.921949,0.83051895,2.22524273,   0.00000,0
1590704857.913604,553,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590704889.374242,556,1cfd083f,8,   7.921949,0.83051895,2.22524273,   0.00000,0
1590704889.374807,557,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590704920.835476,560,1cfd083f,8,   7.921949,0.83051895,2.22524273,   0.00000,0
1590704920.836040,561,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.50000,0
1590704952.296701,564,1cfd083f,8,   7.937574,0.83064104,2.22585308,   0.00000,0
1590704952.297280,565,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590704983.757938,568,1cfd083f,8,   7.937574,0.83064104,2.22585308,   0.00000,0
1590704983.758475,569,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705015.219207,572,1cfd083f,8,   7.937574,0.83064104,2.22585308,   0.00000,0
1590705015.219690,573,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705046.680356,576,1cfd083f,8,   0.515630,0.82966432,2.22512066,   0.00000,0
1590705046.680921,577,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705078.141575,580,1cfd083f,8,   0.515630,0.82966432,2.22512066,   0.00000,0
1590705078.142127,581,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705109.602793,584,1cfd083f,8,   0.515630,0.82966432,2.22512066,   0.00000,0
1590705109.603331,585,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705141.065577,588,1cfd083f,8,   7.968825,0.83033582,2.22451030,   0.00000,0
1590705141.066141,589,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590705172.525208,592,1cfd083f,8,   7.968825,0.83033582,2.22451030,   0.00000,0
1590705172.525774,593,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590705203.986428,596,1cfd083f,8,   7.968825,0.83033582,2.22451030,   0.00000,0
1590705203.986994,597,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.56250,0
1590705235.447619,600,1cfd083f,8,   0.515630,0.82981693,2.22487651,   0.00000,0
1590705235.448183,601,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705266.908830,604,1cfd083f,8,   0.515630,0.82981693,2.22487651,   0.00000,0
1590705266.909400,605,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705298.370031,608,1cfd083f,8,   0.515630,0.82981693,2.22487651,   0.00000,0
1590705298.370600,609,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705329.831232,612,1cfd083f,8,   0.500005,0.82978641,2.22682966,   0.00000,0
1590705329.831816,613,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705361.292443,616,1cfd083f,8,   0.500005,0.82978641,2.22682966,   0.00000,0
1590705361.293014,617,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705392.753655,620,1cfd083f,8,   0.500005,0.82978641,2.22682966,   0.00000,0
1590705392.754202,621,18feee3f,8,   0.000000,0.00000000,0.00000000,  80.53125,0
1590705424.215191,624,1cfd083f,8,   0.500005,0.82978641,2.22682966,   0.00000,0
