Time (min),Viscosity (cp),Density (gm/cc),Dielectric constant (-),Temperature (C), Status
6.453196207682292e-06,8.359453,0.82139271,2.34829087,75.59375,0.0
0.5243585030237834,7.156317,0.81953083,2.33205535,79.71875,0.0
1.048724369208018,7.156317,0.81953083,2.33205535,79.75,0.0
1.5730652689933777,7.156317,0.81953083,2.33205535,79.75,0.0
2.0974188526471456,7.156317,0.81953083,2.33205535,79.75,0.0
2.621778968969981,6.500061,0.81128974,2.30532168,81.0625,0.0
3.146127235889435,6.500061,0.81128974,2.30532168,81.0625,0.0
3.670481300354004,6.500061,0.81128974,2.30532168,81.0625,0.0
4.194835603237152,6.187558,0.81012988,0.1442886,80.625,0.0
4.7191904028256735,6.187558,0.81012988,0.1442886,80.5625,0.0
5.243545432885488,6.187558,0.81012988,0.1442886,80.5625,0.0
5.7679006338119505,6.187558,0.81012988,0.1442886,80.5625,0.0
6.2922554175059,6.062557,0.81025197,2.27626864,-250.9375,0.0
6.816610984007517,6.062557,0.81025197,2.27626864,-250.9375,0.0
7.3409656683603925,6.062557,0.81025197,2.27626864,-250.9375,0.0
7.865320885181427,6.218808,0.8101604,2.27358307,77.59375,0.0
8.389677019913991,6.218808,0.8101604,2.27358307,77.5625,0.0
8.914030834039051,6.218808,0.8101604,2.27358307,77.5625,0.0
9.438386118412017,6.281309,0.81089294,2.27578036,76.71875,0.0
9.96274125178655,6.281309,0.81089294,2.27578036,76.71875,0.0
10.487096536159516,6.281309,0.81089294,2.27578036,76.71875,0.0
11.01147768497467,6.281309,0.81089294,2.27578036,76.71875,0.0
11.535807152589163,6.43756,0.8115034,2.27663486,77.0,0.0
12.060161701838176,6.43756,0.8115034,2.27663486,77.0,0.0
12.584536782900493,6.43756,0.8115034,2.27663486,77.0,0.0
13.108871567249299,6.43756,0.8115034,2.27663486,77.0,0.0
13.633222969373067,6.531311,0.81217489,2.27895422,78.28125,0.0
14.157588267326355,6.531311,0.81217489,2.27895422,78.28125,0.0
14.681927585601807,6.531311,0.81217489,2.27895422,78.28125,0.0
15.206279953320822,6.531311,0.81217489,2.27895422,78.28125,0.0
15.73063865105311,6.546936,0.81128974,2.27822179,79.5625,0.0
16.25498503446579,6.546936,0.81128974,2.27822179,79.5625,0.0
16.779337867101034,6.546936,0.81128974,2.27822179,79.5625,0.0
17.303691466649372,6.390685,0.81116765,2.27517,80.09375,0.0
17.828044350941976,6.390685,0.81116765,2.27517,80.09375,0.0
18.3523979028066,6.390685,0.81116765,2.27517,80.09375,0.0
18.87675123612086,6.390685,0.81116765,2.27517,80.09375,0.0
19.401104835669198,6.296934,0.81022145,2.27321686,80.0,0.0
19.92545845111211,6.296934,0.81022145,2.27321686,80.0,0.0
20.44981183608373,6.296934,0.81022145,2.27321686,80.0,0.0
20.97416545152664,6.203183,0.81067929,2.27187407,79.59375,0.0
21.49851990143458,6.203183,0.81067929,2.27187407,79.5625,0.0
22.02287355264028,6.203183,0.81067929,2.27187407,79.5625,0.0
22.54726008574168,6.203183,0.81067929,2.27187407,79.5625,0.0
23.07158143520355,6.203183,0.81067929,2.27187407,79.5625,0.0
